         647060 function calls (643877 primitive calls) in 1.693 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:1301(display)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/reshape/reshape.py:147(_make_selectors)
       39    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/_dtype.py:46(__str__)
        9    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/utils.py:1116(_median_nancheck)
      380    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/inference.py:438(is_hashable)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/dtypes.py:225(__init__)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/dtypes.py:328(_finalize)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:802(percentage_of_reoccurring_datapoints_to_all_datapoints)
       15    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/frame.py:3349(_box_col_values)
     1335    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:122(classes_and_not_datetimelike)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/ops.py:842(_chop)
       15    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:963(iget)
      159    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/linalg/linalg.py:116(_makearray)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:860(sum_of_reoccurring_values)
      638    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/spectral.py:1927(_triage_segments)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/dtypes.py:485(validate_categories)
        9    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1358(time_reversal_asymmetry_statistic)
      171    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/series.py:392(name)
     1873    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       18    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/fft/helper.py:259(put_twiddle_factors)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/nanops.py:403(nansum)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/tsa/stattools.py:719(levinson_durbin)
      207    0.000    0.000    0.000    0.000 {built-in method numpy.result_type}
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/windows/windows.py:2019(get_window)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
        9    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1399(c3)
       75    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/function_base.py:747(copy)
      322    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:1272(set_names)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/nanops.py:203(_get_values)
       60    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/sorting.py:20(get_group_index)
      246    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1522(dtype)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:93(_path_isfile)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:530(astype)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:877(sum_of_reoccurring_data_points)
      146    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/numeric.py:2758(geterr)
      131    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:127(__init__)
      168    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/tools/decorators.py:50(__setitem__)
      120    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/series.py:476(_values)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/windows/windows.py:708(hann)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_path_is_mode_type)
      358    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:3975(_can_hold_identifiers_and_holds_name)
      323    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/windows/windows.py:932(general_hamming)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:182(variance_larger_than_standard_deviation)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:216(__new__)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:1217(take_nd)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/windows/windows.py:42(general_cosine)
       63    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/arrays.py:7(extract_array)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1009(get_skew)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_monitor.py:32(__init__)
      306    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/linalg/linalg.py:134(_realType)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:291(has_duplicate)
        1    0.000    0.000    0.000    0.000 {method 'factorize' of 'pandas._libs.hashtable.StringHashTable' objects}
     1008    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       19    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1643(is_extension_type)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1019(set)
       30    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/signaltools.py:475(_fftconv_faster)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/reshape/reshape.py:174(get_result)
      314    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       15    0.000    0.000    0.000    0.000 {built-in method numpy.fft.fftpack_lite.rfftf}
       17    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/common.py:222(asarray_tuplesafe)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:914(get_data)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/random.py:88(__init__)
       16    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/numeric.py:34(__new__)
       11    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/cast.py:846(maybe_infer_to_datetimelike)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/random.py:97(seed)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:532(astype)
       28    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:3918(__contains__)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/construction.py:284(extract_index)
       75    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/regression/linear_model.py:182(initialize)
      186    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/arrayprint.py:693(_extendLine)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:536(_astype)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/tsa/base/tsa_model.py:60(_init_dates)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:1641(remove_unused_levels)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x107a6b9d8}
      156    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/tools/decorators.py:46(__init__)
      320    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:36(_relax_case)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/ops.py:1615(na_op)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/ops.py:830(_get_sorted_data)
        7    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/cast.py:255(maybe_promote)
      336    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/base/wrapper.py:23(<lambda>)
       22    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:225(make_block_same_class)
        9    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/fromnumeric.py:646(partition)
      308    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/six.py:184(find_module)
       18    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/fft/helper.py:313(_prune_cache)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexing.py:2475(check_bool_indexer)
      308    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pkg_resources/_vendor/six.py:184(find_module)
      147    0.000    0.000    0.000    0.000 <string>:1(__new__)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/tsa/adfvalues.py:343(mackinnoncrit)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:983(__repr__)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:1154(close)
      282    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/numeric.py:1607(<listcomp>)
      120    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1549(internal_values)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/apply.py:97(values)
       12    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:1658(is_unique)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:5250(values)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/base/model.py:1095(tvalues)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:829(start)
      883    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      122    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/compat/__init__.py:221(iteritems)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/fft/fftpack.py:1172(irfftn)
       75    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/getlimits.py:365(__new__)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1130(<listcomp>)
       24    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexing.py:2116(_validate_integer)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:736(as_array)
      153    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/linalg/linalg.py:111(get_linalg_error_extobj)
      456    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/polynomial.py:664(polyval)
       24    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexing.py:143(_get_loc)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/algorithms.py:217(_get_data_algo)
     1385    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       15    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/fft/helper.py:319(_check_size)
       24    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:435(get_axe)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/regression/linear_model.py:1600(bse)
